LV,80,260,250
LV,76,235,300
LV,71.5,256,700
LV,71,140,100
LV,66,323,600
LV,65.5,279,600x300
LV,63,120,300
LV,60,108,600
LV,57.5,255,500
LV,53,98,150
LV,52.5,267.5,450-500
LV,48,7,>300
LV,48,97,400
LV,46,162,150
LV,46,212,200
LV,45,185,150
LV,44,240.5,400
LV,40.5,245,400
LV,40,203,130
LV,40,206,150
LV,39,208,100
LV,39,223,450
LV,38.5,55,400
LV,38,342,225
LV,37,257,600
LV,36.5,308,130
LV,36,236,350-400
LV,35.5,211.5,400
LV,35,219.5,500
LV,35,277,200
LV,34,246,200
LV,33,206.5,150
LV,30,45,400x300
LV,30,48.5,800x600
LV,30,265.5,100
LV,29.5,355,300
LV,29,45.5,600
LV,28,65,500
LV,28,241.5,300
LV,26,208,400
LV,25.5,198,180
LV,25,224.5,150
LV,24.5,264,600
LV,24,6.5,250
LV,24,280.5,1000
LV,22,84,400-500
LV,22,344.5,100
LV,22,352,600
LV,22,359,800
LV,21,20,500
LV,19.5,154,900
LV,19.5,344,100
LV,19,80,600
LV,18.5,38,700
LV,18.5,211,500
LV,18.5,303,180
LV,18,163,200
LV,18,303.5,200
LV,17,194,600
LV,16.5,260,400
LV,16,69,500
LV,14.5,15.5,500
LV,14,39,700x900
LV,14,205,500
LV,14,241,500
LV,14,247.5,150
LV,14,340,400
LV,13.5,274.5,250
LV,13,211,100x80
LV,12,226,450
LV,11,14.5,600-800
LV,10,201,150
LV,10,261.5,600
LV,10,274.5,500
LV,9.5,209.5,300
LV,9.5,308.5,
LV,9.5,348.5,300
LV,9,29,500
LV,9,171.5,500
LV,9,188,600
LV,9,219.5,150
LV,8.5,255.5,200
LV,7,158,150
LV,7,208,300
LV,4.5,207.5,400
LV,4,199.5,1000
LV,3.5,270,400
LV,3,81.5,100-150
LV,3,332,150
LV,2.5,45.5,300
LV,2.5,314,200-250
LV,2,198,400
LV,2,316,800
LV,1.5,222,600
LV,1,194.5,500
LV,0,288,300
LV,-1.5,203.5,400
LV,-2,194,500
LV,-2,256.5,225
LV,-3,153,350
LV,-6,172.5,100
LV,-7.5,221,600
LV,-8,243,500
LV,-9,214,550
LV,-9,224.5,400
LV,-11,173,600
LV,-11,211.5,500
LV,-11,355.5,200
LV,-12,251,500
LV,-12.5,261.5,500
LV,-13.5,305.5,110
LV,-14,164,600
LV,-15.5,215,400
LV,-16.5,208,450
LV,-16.5,255,400
LV,-17,214.5,500x250
LV,-17.5,244,600
LV,-18,259,500
LV,-18,285,500
LV,-18.5,292.5,300x220
LV,-19.5,345,200
LV,-20.5,212,250
LV,-20.5,273,200
LV,-21.5,238.5,120
LV,-22,291,250
LV,-24.5,177,400
LV,-25,323.5,300x500
LV,-26,247,250
LV,-28.5,296.5,250
LV,-27.5,262,500
LV,-28,281,500
LV,-31.5,228,200
LV,-32,100,300
LV,-33.5,318,300
LV,-34,86,800+
LV,-34.5,328.5,450
LV,-35,226,100
LV,-38,270,500
LV,-38.5,303,750
LV,-39,324.5,700
LV,-39.5,296.5,600
LV,-43,28,150
LV,-43,258,200
LV,-45,274,300x225
LV,-45.5,294,300
LV,-46.5,215,350
LV,-52,283.5,250
LV,-58.5,351,100+radius
LV,-70,0,600
